year_month,ods_code,vmp_snomed_code,vmp_product_name,total_quantity
2020-08-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2020-08-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,180
2020-08-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-08-01,RRK,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-08-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-08-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,4680
2020-08-01,RTR,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-08-01,RWA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-08-01,RWF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2020-08-01,RX1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2020-08-01,RXF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1620
2020-09-01,RA7,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-09-01,RBS,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-09-01,RCU,395522003,Sodium oxybate 500mg/ml oral solution sugar free,835
2020-09-01,REM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,14220
2020-09-01,RGM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3420
2020-09-01,RHM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,4680
2020-09-01,RHQ,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2160
2020-09-01,RJ1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,38700
2020-09-01,RJE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2020-09-01,RK5,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-09-01,RK9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-09-01,RM3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,12600
2020-09-01,RMP,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-09-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2020-09-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,180
2020-09-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3960
2020-09-01,RR8,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-09-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3420
2020-09-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2520
2020-09-01,RTR,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-09-01,RWA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-09-01,RWE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-09-01,RWY,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-09-01,RX1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2340
2020-10-01,RA9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-10-01,RBS,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-10-01,RCF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-10-01,RCU,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-10-01,REM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,13140
2020-10-01,RGM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-10-01,RH8,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2020-10-01,RHM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-10-01,RHQ,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1980
2020-10-01,RJ1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,15840
2020-10-01,RK5,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-10-01,RM2,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-10-01,RM3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,9000
2020-10-01,RMP,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-10-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2880
2020-10-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,180
2020-10-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1980
2020-10-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1800
2020-10-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,10620
2020-10-01,RTR,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2880
2020-10-01,RWA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3060
2020-10-01,RWE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-10-01,RX1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1980
2020-10-01,RXF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1620
2020-10-01,RXT,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2020-11-01,RA7,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-11-01,RA9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-11-01,RBA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-11-01,RBS,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-11-01,RCF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-11-01,RCU,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-11-01,REF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2020-11-01,REM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,17460
2020-11-01,RGM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-11-01,RHM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3780
2020-11-01,RHQ,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1800
2020-11-01,RJ1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,33660
2020-11-01,RJE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2020-11-01,RK9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-11-01,RM3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,8460
2020-11-01,RMP,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2020-11-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2020-11-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-11-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2880
2020-11-01,RRV,395522003,Sodium oxybate 500mg/ml oral solution sugar free,4140
2020-11-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2020-11-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2020-11-01,RTR,395522003,Sodium oxybate 500mg/ml oral solution sugar free,5400
2020-11-01,RWA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2020-11-01,RWE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2020-11-01,RWY,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2020-11-01,RX1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2700
2020-06-01,REM,33500000000000000,Pitolisant 18mg tablets,630
2020-06-01,RJ1,33500000000000000,Pitolisant 18mg tablets,660
2020-06-01,RPC,33500000000000000,Pitolisant 18mg tablets,30
2020-06-01,RTD,33500000000000000,Pitolisant 18mg tablets,630
2020-06-01,RTR,33500000000000000,Pitolisant 18mg tablets,1080
2020-06-01,RXC,33500000000000000,Pitolisant 18mg tablets,90
2020-06-01,REM,33500000000000000,Pitolisant 4.5mg tablets,90
2020-06-01,RHU,33500000000000000,Pitolisant 4.5mg tablets,90
2020-06-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,150
2020-06-01,RPC,33500000000000000,Pitolisant 4.5mg tablets,60
2020-06-01,RXC,33500000000000000,Pitolisant 4.5mg tablets,60
2020-07-01,REM,33500000000000000,Pitolisant 18mg tablets,990
2020-07-01,RHU,33500000000000000,Pitolisant 18mg tablets,180
2020-07-01,RJ1,33500000000000000,Pitolisant 18mg tablets,1470
2020-07-01,RPC,33500000000000000,Pitolisant 18mg tablets,90
2020-07-01,RRK,33500000000000000,Pitolisant 18mg tablets,180
2020-07-01,RTD,33500000000000000,Pitolisant 18mg tablets,900
2020-07-01,RTR,33500000000000000,Pitolisant 18mg tablets,720
2020-07-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,330
2020-07-01,RPC,33500000000000000,Pitolisant 4.5mg tablets,30
2020-08-01,REM,33500000000000000,Pitolisant 18mg tablets,900
2020-08-01,RHM,33500000000000000,Pitolisant 18mg tablets,180
2020-08-01,RJ1,33500000000000000,Pitolisant 18mg tablets,1710
2020-08-01,RTD,33500000000000000,Pitolisant 18mg tablets,720
2020-08-01,RTR,33500000000000000,Pitolisant 18mg tablets,1620
2020-08-01,RXC,33500000000000000,Pitolisant 18mg tablets,60
2020-08-01,REM,33500000000000000,Pitolisant 4.5mg tablets,210
2020-08-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,120
2020-08-01,RTR,33500000000000000,Pitolisant 4.5mg tablets,30
2020-09-01,REM,33500000000000000,Pitolisant 18mg tablets,1260
2020-09-01,RJ1,33500000000000000,Pitolisant 18mg tablets,810
2020-09-01,RJE,33500000000000000,Pitolisant 18mg tablets,120
2020-09-01,RTD,33500000000000000,Pitolisant 18mg tablets,900
2020-09-01,RTR,33500000000000000,Pitolisant 18mg tablets,810
2020-09-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,90
2020-09-01,RTR,33500000000000000,Pitolisant 4.5mg tablets,210
2020-10-01,RA4,33500000000000000,Pitolisant 18mg tablets,180
2020-10-01,REM,33500000000000000,Pitolisant 18mg tablets,720
2020-10-01,RJ1,33500000000000000,Pitolisant 18mg tablets,1260
2020-10-01,RRK,33500000000000000,Pitolisant 18mg tablets,180
2020-10-01,RTD,33500000000000000,Pitolisant 18mg tablets,600
2020-10-01,RTR,33500000000000000,Pitolisant 18mg tablets,900
2020-10-01,RXC,33500000000000000,Pitolisant 18mg tablets,90
2020-10-01,RHQ,33500000000000000,Pitolisant 4.5mg tablets,60
2020-10-01,RPC,33500000000000000,Pitolisant 4.5mg tablets,90
2020-10-01,RRK,33500000000000000,Pitolisant 4.5mg tablets,270
2020-10-01,RTR,33500000000000000,Pitolisant 4.5mg tablets,180
2020-11-01,REM,33500000000000000,Pitolisant 18mg tablets,720
2020-11-01,RHM,33500000000000000,Pitolisant 18mg tablets,180
2020-11-01,RHQ,33500000000000000,Pitolisant 18mg tablets,120
2020-11-01,RJ1,33500000000000000,Pitolisant 18mg tablets,1440
2020-11-01,RJE,33500000000000000,Pitolisant 18mg tablets,180
2020-11-01,RTD,33500000000000000,Pitolisant 18mg tablets,990
2020-11-01,RTR,33500000000000000,Pitolisant 18mg tablets,2100
2020-11-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,150
2020-11-01,RTR,33500000000000000,Pitolisant 4.5mg tablets,180
2020-11-01,RWE,33500000000000000,Pitolisant 4.5mg tablets,60
2021-05-01,RHQ,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3420
2021-05-01,RRV,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2021-05-01,REM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,19980
2021-05-01,RHM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2021-05-01,RJE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2021-05-01,RBD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RJ1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,18360
2021-05-01,RWE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2021-05-01,RA9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2021-05-01,RMP,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RM3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,12240
2021-05-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2021-05-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,180
2021-05-01,RTR,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2021-05-01,RXT,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2021-05-01,REF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RX1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3060
2021-05-01,RR8,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RGM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1980
2021-05-01,RA7,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1980
2021-05-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3240
2021-05-01,RBS,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-05-01,RK5,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2021-05-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,7920
2021-05-01,REM,33500000000000000,Pitolisant 18mg tablets,630
2021-05-01,RHM,33500000000000000,Pitolisant 18mg tablets,180
2021-05-01,RWE,33500000000000000,Pitolisant 18mg tablets,30
2021-05-01,RJ1,33500000000000000,Pitolisant 18mg tablets,1200
2021-05-01,RM3,33500000000000000,Pitolisant 18mg tablets,381
2021-05-01,RTR,33500000000000000,Pitolisant 18mg tablets,1080
2021-05-01,RTD,33500000000000000,Pitolisant 18mg tablets,1110
2021-05-01,RXW,33500000000000000,Pitolisant 18mg tablets,30
2021-05-01,RGM,33500000000000000,Pitolisant 18mg tablets,60
2021-05-01,RYJ,33500000000000000,Pitolisant 18mg tablets,60
2021-05-01,REM,33500000000000000,Pitolisant 4.5mg tablets,30
2021-05-01,RJ1,33500000000000000,Pitolisant 4.5mg tablets,750
2021-05-01,RWE,33500000000000000,Pitolisant 4.5mg tablets,60
2021-05-01,RM3,33500000000000000,Pitolisant 4.5mg tablets,132
2021-05-01,RTR,33500000000000000,Pitolisant 4.5mg tablets,180
2021-05-01,RGM,33500000000000000,Pitolisant 4.5mg tablets,14
2021-05-01,RYJ,33500000000000000,Pitolisant 4.5mg tablets,14
2021-04-01,RA9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2021-04-01,RBA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,900
2021-04-01,RBS,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1440
2021-04-01,RCF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2021-04-01,REF,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-04-01,REM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,11520
2021-04-01,RGM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1800
2021-04-01,RHM,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2021-04-01,RHQ,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2880
2021-04-01,RJ1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,34020
2021-04-01,RJE,395522003,Sodium oxybate 500mg/ml oral solution sugar free,720
2021-04-01,RK9,395522003,Sodium oxybate 500mg/ml oral solution sugar free,540
2021-04-01,RM2,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1080
2021-04-01,RM3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,8640
2021-04-01,RMP,395522003,Sodium oxybate 500mg/ml oral solution sugar free,1260
2021-04-01,RPC,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2340
2021-04-01,RQ3,395522003,Sodium oxybate 500mg/ml oral solution sugar free,360
2021-04-01,RR1,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2340
2021-04-01,RTD,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3600
2021-04-01,RTH,395522003,Sodium oxybate 500mg/ml oral solution sugar free,3060
2021-04-01,RWA,395522003,Sodium oxybate 500mg/ml oral solution sugar free,2340
