date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/08/2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",0,0,0,0
01/08/2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/08/2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/08/2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/08/2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/08/2018,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/08/2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,307.63,0,0
01/08/2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,287.63,0,0
01/08/2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,575.24,0,0
01/08/2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6,911.34,0,0
01/09/2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/09/2018,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/09/2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1,2148.02,0,0
01/09/2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,287.68,0,0
01/09/2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1,287.68,0,0
01/09/2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1,575.34,0,0
01/09/2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,1150.68,0,0
01/09/2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,7,1247.24,0,0
01/10/2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/10/2018,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/10/2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1,2145.66,0,0
01/10/2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,307.36,0,0
01/10/2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,574.71,0,0
01/10/2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,2,862.07,0,0
01/10/2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3,1398.57,0,0
01/10/2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6,1398.92,0,0
01/11/2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/11/2018,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/11/2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1,2147.53,0,0
01/11/2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,1,287.61,0,0
01/11/2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,287.61,0,0
01/11/2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1,575.21,0,0
01/11/2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,2,1150.42,0,0
01/11/2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2,1150.42,0,0
01/11/2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3,1399.79,0,0
01/11/2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,7,1822.06,0,0
01/12/2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QJK,NHS DEVON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",0,0,0,0
01/12/2018,QVV,NHS DORSET INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,0,0,0,0
01/12/2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1,575.48,0,0
01/12/2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1,307.75,0,0
01/12/2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1,575.48,0,0
01/12/2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,1,575.48,0,0
01/12/2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2,824.97,0,0
01/12/2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,1400.79,0,0
01/01/2019,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,0,0,0,0
01/01/2019,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,0,0,0,0
