"AREA_TEAM_CODE","BNF_CHEMICAL_SUBSTANCE","bnf_code","bnf_presentation","comm_region_code","comm_region_name","ddd","df_descr","df_ind_cd","form_cd","form_descr","ICB_CODE","ICB_NAME","ITEMS","NIC","PRACTICE_CODE","stp_code","stp_name","strnt_dnmtr_descr","strnt_dnmtr_val","strnt_nmrtr_uom","strnt_nmrtr_val","total_quantity","udfs","udfs_descr","unit_dose_descr","vmp_product_name","vmp_snomed_code","volume_ddd","volume_mg_strength","volume_singles","vtmid","vtmnm","year_month"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A82006","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-02-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-02-01"
"Q45","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A83024","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-02-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",1,72.33,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,7,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",7,126,7,"33474111000001100","Pitolisant","2019-02-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",1,289.33,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,28,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",28,504,28,"33474111000001100","Pitolisant","2019-02-01"
"Q68","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y59","South East",18,"Discrete",1,"385055001","Tablet","QNX","NHS Sussex Integrated Care Board",1,310,"H82100","QNX","Sussex and East Surrey Health and Care Partnership",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-02-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B82104","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-02-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",2,1157.34,"B82014","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,112,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",112,2016,112,"33474111000001100","Pitolisant","2019-02-01"
"Q56","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QUE","NHS Cambridgeshire and Peterborough Integrated Care Board",1,620,"D81043","QUE","Cambridgeshire and Peterborough",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-02-01"
"Q52","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QWO","NHS West Yorkshire Integrated Care Board",1,620,"B84008","QWO","West Yorkshire and Harrogate (Health and Care Partnership)",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-02-01"
"Q58","0404000W0","0404000W0AAABAB","Pitolisant 4.5mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QHG","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,620,"K82610","QHG","Bedfordshire, Luton and Milton Keynes",NA,NA,"mg",4.5,60,1,"tablet","tablet","Pitolisant 4.5mg tablets","33470611000001100",15,270,60,"33474111000001100","Pitolisant","2019-03-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-03-01"
"Q45","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A83024","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-03-01"
"Q45","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,1240,"A83022","QHM","Cumbria and North East",NA,NA,"mg",18,120,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",120,2160,120,"33474111000001100","Pitolisant","2019-03-01"
"Q55","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QJ2","NHS Derby and Derbyshire Integrated Care Board",1,310,"C81073","QJ2","Joined Up Care Derbyshire",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-03-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",5,361.65,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,35,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",35,630,35,"33474111000001100","Pitolisant","2019-03-01"
"Q68","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y59","South East",18,"Discrete",1,"385055001","Tablet","QNX","NHS Sussex Integrated Care Board",1,310,"H82100","QNX","Sussex and East Surrey Health and Care Partnership",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-03-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,620,"B82022","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-03-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B82104","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-03-01"
"Q56","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QUE","NHS Cambridgeshire and Peterborough Integrated Care Board",1,620,"D81043","QUE","Cambridgeshire and Peterborough",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-03-01"
"Q52","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QWO","NHS West Yorkshire Integrated Care Board",1,620,"B84008","QWO","West Yorkshire and Harrogate (Health and Care Partnership)",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-03-01"
"Q58","0404000W0","0404000W0AAABAB","Pitolisant 4.5mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QHG","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,620,"K82610","QHG","Bedfordshire, Luton and Milton Keynes",NA,NA,"mg",4.5,60,1,"tablet","tablet","Pitolisant 4.5mg tablets","33470611000001100",15,270,60,"33474111000001100","Pitolisant","2019-04-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-04-01"
"Q45","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A83024","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-04-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",1,72.33,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,7,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",7,126,7,"33474111000001100","Pitolisant","2019-04-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2,289.34,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,28,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",28,504,28,"33474111000001100","Pitolisant","2019-04-01"
"Q59","0404000W0","0404000W0AAABAB","Pitolisant 4.5mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",1,310,"C82649","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",4.5,30,1,"tablet","tablet","Pitolisant 4.5mg tablets","33470611000001100",7.5,135,30,"33474111000001100","Pitolisant","2019-04-01"
"Q59","0404000W0","0404000W0AAABAB","Pitolisant 4.5mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",1,620,"C82649","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",4.5,60,1,"tablet","tablet","Pitolisant 4.5mg tablets","33470611000001100",15,270,60,"33474111000001100","Pitolisant","2019-04-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,620,"B82042","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-04-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B82104","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-04-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,620,"B82022","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-04-01"
"Q56","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QUE","NHS Cambridgeshire and Peterborough Integrated Care Board",1,620,"D81043","QUE","Cambridgeshire and Peterborough",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-04-01"
"Q52","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QWO","NHS West Yorkshire Integrated Care Board",1,620,"B84008","QWO","West Yorkshire and Harrogate (Health and Care Partnership)",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-04-01"
"Q58","0404000W0","0404000W0AAABAB","Pitolisant 4.5mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QHG","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,620,"K82610","QHG","Bedfordshire, Luton and Milton Keynes",NA,NA,"mg",4.5,60,1,"tablet","tablet","Pitolisant 4.5mg tablets","33470611000001100",15,270,60,"33474111000001100","Pitolisant","2019-05-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A82006","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-05-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-05-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2,289.34,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,28,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",28,504,28,"33474111000001100","Pitolisant","2019-05-01"
"Q60","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QNC","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",3,930,"M83073","QNC","Staffordshire and Stoke on Trent",NA,NA,"mg",18,90,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",90,1620,90,"33474111000001100","Pitolisant","2019-05-01"
"Q68","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y59","South East",18,"Discrete",1,"385055001","Tablet","QNX","NHS Sussex Integrated Care Board",1,620,"H82100","QNX","Sussex and East Surrey Health and Care Partnership",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-05-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B81016","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-05-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B82104","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-05-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,578.67,"B82014","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,56,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",56,1008,56,"33474111000001100","Pitolisant","2019-05-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B81034","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-05-01"
"Q56","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QUE","NHS Cambridgeshire and Peterborough Integrated Care Board",1,620,"D81043","QUE","Cambridgeshire and Peterborough",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-05-01"
"Q52","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QWO","NHS West Yorkshire Integrated Care Board",1,620,"B84008","QWO","West Yorkshire and Harrogate (Health and Care Partnership)",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-05-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-06-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2,289.34,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,28,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",28,504,28,"33474111000001100","Pitolisant","2019-06-01"
"Q60","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QNC","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",1,434,"M83073","QNC","Staffordshire and Stoke on Trent",NA,NA,"mg",18,42,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",42,756,42,"33474111000001100","Pitolisant","2019-06-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B81016","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-06-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,310,"B82104","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-06-01"
"Q50","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QOQ","NHS Humber and North Yorkshire Integrated Care Board",1,578.67,"B82014","QOQ","Humber, Coast and Vale",NA,NA,"mg",18,56,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",56,1008,56,"33474111000001100","Pitolisant","2019-06-01"
"Q56","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y61","East of England",18,"Discrete",1,"385055001","Tablet","QUE","NHS Cambridgeshire and Peterborough Integrated Care Board",1,620,"D81043","QUE","Cambridgeshire and Peterborough",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-06-01"
"Q52","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QWO","NHS West Yorkshire Integrated Care Board",1,620,"B84008","QWO","West Yorkshire and Harrogate (Health and Care Partnership)",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-06-01"
"Q45","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,578.67,"A81063","QHM","Cumbria and North East",NA,NA,"mg",18,56,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",56,1008,56,"33474111000001100","Pitolisant","2019-07-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,310,"A82006","QHM","Cumbria and North East",NA,NA,"mg",18,30,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",30,540,30,"33474111000001100","Pitolisant","2019-07-01"
"Q49","0404000W0","0404000W0AAAAAA","Pitolisant 18mg tablets","Y63","North East and Yorkshire",18,"Discrete",1,"385055001","Tablet","QHM","NHS North East and North Cumbria Integrated Care Board",1,620,"A88009","QHM","Cumbria and North East",NA,NA,"mg",18,60,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",60,1080,60,"33474111000001100","Pitolisant","2019-07-01"
"Q59","0404000W0","0404000W0BBAAAA","Pitolisant 18mg tablets","Y60","Midlands",18,"Discrete",1,"385055001","Tablet","QK1","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2,289.34,"C82059","QK1","Leicester, Leicestershire and Rutland",NA,NA,"mg",18,28,1,"tablet","tablet","Pitolisant 18mg tablets","33470511000001100",28,504,28,"33474111000001100","Pitolisant","2019-07-01"
